journal,unit,year,count,topics
Journal of Great Lakes Research,College of Agriculture and Life Sciences,2008,1,[Fisheries]
Journal of Great Lakes Research,College of Agriculture and Life Sciences,2010,4,[Fisheries]
Journal of Great Lakes Research,College of Agriculture and Life Sciences,2012,6,[Fisheries]
Journal of Great Lakes Research,College of Agriculture and Life Sciences,2013,4,[Fisheries]
Journal of Great Lakes Research,College of Agriculture and Life Sciences,2015,1,[Fisheries]
Journal of Great Lakes Research,College of Agriculture and Life Sciences,2016,1,[Fisheries]
"Journal of Guidance, Control, and Dynamics",College of Engineering,1980,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,1994,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Arts and Sciences,1994,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,1996,2,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Arts and Sciences,1996,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,1997,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,1998,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,2003,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,2004,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,2007,3,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,2011,2,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,2015,1,[Aerospace & Aeronautics]
"Journal of Guidance, Control, and Dynamics",College of Engineering,2016,1,[Aerospace & Aeronautics]
Journal of Hazardous Materials,College of Agriculture and Life Sciences,2012,1,"[Strategic, Defence & Security Studies]"
Journal of Hazardous Materials,College of Agriculture and Life Sciences,2015,2,"[Strategic, Defence & Security Studies]"
Journal of Health and Social Behavior,College of Arts and Sciences,2009,1,[Public Health]
Journal of Health and Social Behavior,College of Arts and Sciences,2012,1,[Public Health]
Journal of Health Care for the Poor and Underserved,College of Human Ecology,2012,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2004,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2005,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2006,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2007,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2008,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2009,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2012,3,[Public Health]
Journal of Health Communication,Computing and Information Science,2012,1,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2013,2,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2015,3,[Public Health]
Journal of Health Communication,College of Agriculture and Life Sciences,2016,1,[Public Health]
"Journal of Health Politics, Policy and Law",College of Arts and Sciences,2011,1,[Health Policy & Services]
"Journal of Health Politics, Policy and Law",College of Agriculture and Life Sciences,2014,1,[Health Policy & Services]
"Journal of Health Politics, Policy and Law",College of Agriculture and Life Sciences,2016,1,[Health Policy & Services]
"Journal of Health Politics, Policy and Law",College of Agriculture and Life Sciences,2017,1,[Health Policy & Services]
Journal of Health Population Nutrition,College of Human Ecology,2011,1,[Tropical Medicine]
Journal of health psychology,College of Arts and Sciences,2005,1,[Public Health]
Journal of health psychology,College of Agriculture and Life Sciences,2015,1,[Public Health]
Journal of Healthcare Engineering,College of Engineering,2012,1,[Health Care Sciences & Services]
"Journal of Heat Transfer, Transactions of the American Society of Mechanical Engineers",College of Agriculture and Life Sciences,2011,1,[Mechanical Engineering & Transports]
"Journal of Herbs, Spices and Medicinal Plants",College of Agriculture and Life Sciences,2000,1,[Medicinal & Biomolecular Chemistry]
"Journal of Herbs, Spices and Medicinal Plants",College of Agriculture and Life Sciences,2002,1,[Medicinal & Biomolecular Chemistry]
Journal of Herpetology,College of Agriculture and Life Sciences,1989,1,[Zoology]
Journal of Herpetology,College of Agriculture and Life Sciences,1992,1,[Zoology]
Journal of Herpetology,College of Arts and Sciences,2002,1,[Zoology]
Journal of Herpetology,College of Agriculture and Life Sciences,2012,1,[Zoology]
Journal of Heuristics,College of Agriculture and Life Sciences,2011,1,[Operations Research]
Journal of Heuristics,Computing and Information Science,2011,1,[Operations Research]
Journal of High Energy Physics,College of Arts and Sciences,2000,1,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2002,1,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2003,1,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2004,4,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2005,3,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2006,2,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2007,6,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2008,2,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2009,6,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2010,5,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2011,5,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2012,6,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2013,1,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2014,2,"[Physics, Particles & Fields]"
Journal of High Energy Physics,College of Arts and Sciences,2016,1,"[Physics, Particles & Fields]"
Journal of Historical Geography,College of Arts and Sciences,2010,1,[Geography]
Journal of Historical Sociology,College of Agriculture and Life Sciences,2011,1,[Sociology]
Journal of homosexuality,College of Arts and Sciences,1997,1,[Social Psychology]
Journal of Horticultural Science,College of Agriculture and Life Sciences,1981,2,[]
Journal of Horticultural Science,College of Agriculture and Life Sciences,1987,2,[]
Journal of Horticultural Science,College of Agriculture and Life Sciences,1991,1,[]
Journal of Horticultural Science,College of Agriculture and Life Sciences,1995,2,[]
Journal of Horticultural Science,College of Agriculture and Life Sciences,1996,1,[]
Journal of Horticultural Science,College of Human Ecology,1996,1,[]
Journal of Horticultural Science,College of Agriculture and Life Sciences,2000,1,[]
Journal of Horticultural Science,College of Agriculture and Life Sciences,2002,1,[]
Journal of human evolution,College of Arts and Sciences,2000,1,[Anthropology]
Journal of human evolution,College of Arts and Sciences,2006,1,[Anthropology]
Journal of human evolution,College of Engineering,2009,1,[Anthropology]
Journal of human evolution,College of Human Ecology,2014,1,[Anthropology]
Journal of Human Lactation,College of Human Ecology,2004,1,[Pediatrics]
Journal of Human Nutrition and Dietetics,College of Human Ecology,2010,1,[Nutrition & Dietetics]
Journal of Human Resources,College of Agriculture and Life Sciences,2013,1,[Economics]
Journal of Human-Robot Interaction,College of Engineering,2014,1,[]
Journal of Hunger and Environmental Nutrition,College of Human Ecology,2008,1,[]
Journal of Hunger and Environmental Nutrition,College of Human Ecology,2010,1,[]
Journal of Hunger and Environmental Nutrition,College of Human Ecology,2011,2,[]
Journal of Hunger and Environmental Nutrition,College of Agriculture and Life Sciences,2012,1,[]
Journal of Hunger and Environmental Nutrition,College of Human Ecology,2013,3,[]
Journal of Hunger and Environmental Nutrition,College of Agriculture and Life Sciences,2014,1,[]
Journal of Hydraulic Engineering-Asce,College of Engineering,1983,1,[Environmental Engineering]
Journal of Hydraulic Engineering-Asce,College of Engineering,1991,1,[Environmental Engineering]
Journal of Hydraulic Engineering-Asce,College of Engineering,1996,1,[Environmental Engineering]
Journal of Hydraulic Engineering-Asce,College of Engineering,2008,1,[Environmental Engineering]
Journal of Hydraulic Research,College of Engineering,2004,1,[Environmental Engineering]
Journal of Hydraulic Research,College of Engineering,2006,1,[Environmental Engineering]
Journal of Hydraulic Research,College of Agriculture and Life Sciences,2008,1,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Agriculture and Life Sciences,2004,2,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Engineering,2005,1,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Agriculture and Life Sciences,2005,2,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Engineering,2007,3,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Engineering,2008,1,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Engineering,2009,2,[Environmental Engineering]
Journal of Hydrologic Engineering,College of Engineering,2016,1,[Environmental Engineering]
Journal of Hydrology,College of Engineering,1984,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,1985,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,1986,1,[Environmental Engineering]
Journal of Hydrology,College of Engineering,1987,3,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,1989,1,[Environmental Engineering]
Journal of Hydrology,College of Engineering,1989,1,[Environmental Engineering]
Journal of Hydrology,College of Engineering,1992,2,[Environmental Engineering]
Journal of Hydrology,College of Engineering,1995,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,1996,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,1998,1,[Environmental Engineering]
Journal of Hydrology,College of Engineering,1998,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,1999,2,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2001,3,[Environmental Engineering]
Journal of Hydrology,College of Engineering,2001,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2002,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2003,4,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2004,4,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2005,3,[Environmental Engineering]
Journal of Hydrology,College of Engineering,2005,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2006,3,[Environmental Engineering]
Journal of Hydrology,College of Engineering,2006,1,[Environmental Engineering]
Journal of Hydrology,College of Human Ecology,2006,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2007,3,[Environmental Engineering]
Journal of Hydrology,College of Engineering,2007,2,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2008,2,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2010,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2011,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2012,2,[Environmental Engineering]
Journal of Hydrology,College of Engineering,2012,1,[Environmental Engineering]
Journal of Hydrology,College of Agriculture and Life Sciences,2013,3,[Environmental Engineering]
